tension;circuit;début;fin;codeNat_debut;codeNat_fin;x_debut;y_debut;x_fin;y_fin;Longueur / length (km);IST_E1 (Amp);IST_IS1 (Amp);IST_IS2 (Amp);IST_H1 (Amp);Rd (Ohm);Xd (Ohm);Hd/2 (µS);Cd (nF)
225kV;1;BOURGUIGNON;ETUPES;BZGUI;ETUPE;984548,22;6709160,32;989526,9;6718947,56;13832;791;853;853;934;1,431;5,598;19,462;123,897
225kV;1;BOURGUIGNON;MAMBELIN;BZGUI;MAMBE;984548,22;6709160,32;976405,33;6702732,46;11881;791;853;853;934;1,143;4,789;16,847;107,252
400kV;1;BOUTRE;PRIONNET;BOUTR;PRION;928263,61;6292137,13;923466,75;6293506,97;8950;3192;3489;3489;3723;0,147;2,356;17,068;108,656
225kV;1;BOUTRE;PLAN-D ORGON;BOUTR;P.ORG;928263,61;6292137,13;862311,44;6304938,58;82950;1062;1160;1160;1238;1,662;21,854;181,393;1154,781
225kV;1;BOUTRE;COUDON (LE);BOUTR;COUDO;928263,61;6292137,13;941889,36;6233265,76;63400;2200;2300;2300;2400;1,641;17,352;131,628;837,968
225kV;1;BOUTRE;SAINTE-TULLE 1;BOUTR;SSTUL;928263,61;6292137,13;923357,37;6302221,92;13295;1144;1249;1249;1333;0,705;5,573;18,6;118,414
225kV;1;BOUTRE;TRANS;BOUTR;TRANS;928263,61;6292137,13;981028,45;6274088,71;64661;1250;1250;1600;1600;1,02;10,4;2451;15603,551
225kV;1;BRAILLY-CORNEHOTTE;SORRUS;B.CO6;SORRU;626459,46;7016038,26;609087,32;7040529,32;30947;865;865;865;865;2,769;12,603;43,678;278,064
400kV;1;BRAUD;PREGUILLAC;BRAUD;PREGU;411551,78;6469032,78;419400,38;6514644,14;47291;3072;3414;3414;3598;0,994;14,43;89,859;572,057
400kV;2;BRAUD;PREGUILLAC;BRAUD;PREGU;411551,78;6469032,78;419400,38;6514644,14;47365;3072;3414;3414;3598;0,994;14,43;89,857;572,045
400kV;1;BRAUD;MARQUIS (LE);BRAUD;MQIS5;411551,78;6469032,78;420635,2;6440107,39;38018;2200;2300;2300;2400;0,921;11,921;73,526;468,08
400kV;2;BRAUD;CUBNEZAIS;BRAUD;CUBNE;411551,78;6469032,78;429709,65;6446896,97;31061;3072;3414;3414;3598;0,642;9,318;57,939;368,852
400kV;3;BRAUD;CUBNEZAIS;BRAUD;CUBNE;411551,78;6469032,78;429709,65;6446896,97;31831;3072;3414;3414;3598;0,673;9,771;60,758;386,795
400kV;4;BRAUD;CUBNEZAIS;BRAUD;CUBNE;411551,78;6469032,78;429709,65;6446896,97;31807;3072;3414;3414;3598;0,674;9,78;60,815;387,163
225kV;1;BRENNILIS;PLEYBER-CHRIST;BRENN;P.CHR;191838,02;6828151,46;193268,52;6847211,82;21445;1300;1350;1350;1400;1,297;8,601;31,297;199,244
225kV;1;BRENNILIS;MARTYRE (LA);BRENN;MARTY;191838,02;6828151,46;168746;6840196,66;31072;1250;1312;1312;1375;1,762;12,128;44,681;284,449
225kV;1;BRENS;PELISSIER;BREN5;PELIS;616331,53;6312285,11;630827,95;6317700,74;16576;831;984;984;1099;0,979;6,546;23,75;151,199
225kV;1;BRENS;VERFEIL;BREN5;VERFE;616331,53;6312285,11;592807,54;6282056,56;39187;831;984;984;1099;2,35;15,638;56,598;360,313
225kV;1;BREUIL (LE);PEYRAT-LE-CHATEAU;BREUI;P.CHA;638330,45;6461078,92;607125,7;6523188,48;71580;629;756;756;844;6,396;28,64;99,663;634,473
225kV;1;BREUIL (LE);GODIN;BREUI;GODIN;638330,45;6461078,92;638750,21;6382633,81;81146;629;756;756;844;7,28;32,935;113,528;722,743
225kV;1;BREUIL (LE);LA MOLE;BREUI;MOLE ;638330,45;6461078,92;649678,21;6477396,94;19922;622;748;748;834;1,791;8,345;27,258;173,528
400kV;1;BREUIL (LE);MARMAGNE;BREUI;MARMA;638330,45;6461078,92;643945,52;6667080,89;209132;1410;1632;1632;1806;9,503;71,427;350,819;2233,386
400kV;1;BREUIL (LE);RUEYRES;BREUI;RUEYR;638330,45;6461078,92;675392,51;6408936,1;65449;1120;1560;;1780;1,964;21,402;115,146;733,04
225kV;1;BROC-CARROS (LE);LINGOSTIERE;B.CAR;LINGO;1037186,21;6309406,43;1037382,74;6300029,85;11971;1062;1160;1160;1238;0,69;4,616;16,561;105,429
225kV;1;BROC-CARROS (LE);TRINITE-VICTOR;B.CAR;T.VIC;1037186,21;6309406,43;1047624,42;6303729,26;13853;1062;1160;1160;1238;0,812;5,476;20,263;
225kV;2;BROC-CARROS (LE);LINGOSTIERE;B.CAR;LINGO;1037186,21;6309406,43;1037382,74;6300029,85;11928;1062;1160;1160;1238;0,715;4,787;17,179;109,367
225kV;2;BROC-CARROS (LE);TRINITE-VICTOR;B.CAR;T.VIC;1037186,21;6309406,43;1047624,42;6303729,26;13937;1062;1081;1160;1207;0,812;5,544;20,171;128,413
400kV;1;BROC-CARROS (LE);BIANCON;B.CAR;BIANC;1037186,21;6309406,43;1009732,41;6284842,68;51719;2006;2192;2192;2336;1,665;15,592;97,999;623,881
400kV;2;BROC-CARROS (LE);BIANCON;B.CAR;BIANC;1037186,21;6309406,43;1009732,41;6284842,68;50803;2006;2192;2192;2336;1,665;15,592;97,999;623,881
225kV;1;BRUGES;PESSAC;BRUGE;PESSA;413003,97;6427889,02;410123,63;6416616,42;13884;655;655;760;760;0,828;5,538;21,295;135,568
225kV;1;BUIRE;PONT-SUR-SAMBRE;BUIRE;P.SAM;775408,77;6980243,15;761730,78;7014863,43;44040;1250;1250;1250;1250;2,641;17,72;63,208;402,398
225kV;1;CALAN;POTEAU-ROUGE;CALA5;P.ROU;229356,87;6772078,38;228345,42;6766240,29;6800;1110;1110;1403;1403;0,104;1,067;254,473;1620,028
400kV;1;CALAN;MARTYRE (LA);CALA5;MARTY;229356,87;6772078,38;168746;6840196,66;98335;2862;2920;2920;3020;2,953;29,941;185,413;1180,375
400kV;1;CALAN;CORDEMAIS-POSTE;CALA5;COR.P;229356,87;6772078,38;332094,79;6698627,74;141416;2200;2300;2300;2400;4,186;42,432;262,918;1673,787
225kV;1;CANTEGRIT;NAOUTOT;CANT5;NAOUT;388514,05;6331721,02;417234,04;6313035,53;38208;935;1000;;1080;2,296;15,425;54,471;346,771
225kV;2;CANTEGRIT;NAOUTOT;CANT5;NAOUT;388514,05;6331721,02;417234,04;6313035,53;36790;845;925;;1005;2,188;14,696;51,871;330,222
225kV;1;CANTEGRIT;MOUGUERRE;CANT5;MOUGU;388514,05;6331721,02;340761,73;6275152,46;83100;1884;1890;1890;1890;4,563;33,778;117,743;749,573
225kV;1;CANTEGRIT;MARSILLON;CANT5;MARSI;388514,05;6331721,02;408736,4;6260624,4;77402;997;1096;1096;1155;4,678;30,486;111,007;706,69
400kV;2;CANTEGRIT;SAUCATS;CANT5;SAUCA;388514,05;6331721,02;413349,8;6397088,65;71885;2690;2822;2822;2936;1,96;25,406;120,523;767,276
400kV;3;CANTEGRIT;SAUCATS;CANT5;SAUCA;388514,05;6331721,02;413349,8;6397088,65;71813;2690;2822;2822;2936;1,939;25,135;119,233;759,063
225kV;1;CAPELLE (LA);PONT-SUR-SAMBRE;CAPEL;P.SAM;767062,23;6986549,35;761730,78;7014863,43;30470;1273;1346;1346;1453;1,827;12,238;43,783;278,731
400kV;1;CAPELLE (LA);LONNY;CAPEL;LONNY;767062,23;6986549,35;813242,82;6970958,43;52290;2196;2422;2422;2596;1,639;17,552;92,176;586,813
400kV;1;CAPELLE (LA);MASTAING;CAPEL;MASTA;767062,23;6986549,35;720796,5;7022197,91;60965;2570;2718;2718;2914;1,887;20,213;106,156;675,812
225kV;1;CARRIERES;MORU;CARRI;MORU ;659294,63;6904984,63;676332,87;6912439,03;28277;1172;1285;1285;1388;1,7;11,31;40,71;
225kV;1;CARRIERES;PLESSIS-GASSOT;CARRI;P.GAS;659294,63;6904984,63;658607,94;6881590,99;26831;510;767;767;976;1,622;10,781;38,324;243,979
225kV;1;CARRIERES;TERRIER;CARRI;TERRI;659294,63;6904984,63;646009,4;6902215,34;15649;2046;2300;2300;2400;0,469;4,417;31,824;202,596
225kV;2;CARRIERES;TERRIER;CARRI;TERRI;659294,63;6904984,63;646009,4;6902215,34;15648;2200;2300;2300;2400;0,454;4,265;30,804;196,105
225kV;1;CAZARIL;JALIS;CAZAR;JALIS;497745,01;6233458,07;505188,44;6283338,88;83146;828;908;908;986;6,635;33,492;118,377;753,608
225kV;1;CAZARIL;LANNEMEZAN;CAZAR;LANNE;497745,01;6233458,07;487277,94;6227113,77;12123;828;908;908;986;1,054;5,037;16,569;105,481
225kV;2;CAZARIL;LANNEMEZAN;CAZAR;LANNE;497745,01;6233458,07;487277,94;6227113,77;11751;1018;1117;1117;1213;0,776;4,67;16,997;108,209
225kV;3;CAZARIL;LANNEMEZAN;CAZAR;LANNE;497745,01;6233458,07;487277,94;6227113,77;11752;1018;1117;1117;1213;0,786;4,732;17,214;109,587
400kV;1;CAZARIL;MARSILLON;CAZAR;MARSI;497745,01;6233458,07;408736,4;6260624,4;108896;3316;3622;3622;3780;2,096;29,202;233,399;1485,863
400kV;2;CAZARIL;MARSILLON;CAZAR;MARSI;497745,01;6233458,07;408736,4;6260624,4;108878;3316;3622;3622;3780;2,09;29,12;232,725;1481,576
400kV;1;CAZARIL;VERFEIL;CAZAR;VERFE;497745,01;6233458,07;592807,54;6282056,56;121162;3255;3600;3600;3780;2,414;32,023;263,399;1676,85
400kV;2;CAZARIL;VERFEIL;CAZAR;VERFE;497745,01;6233458,07;592807,54;6282056,56;121130;3255;3600;3600;3780;2,412;32,015;264,127;1681,484
225kV;1;CERGY;PUISEUX;CERGY;PUISE;631192,48;6883565,11;627868,52;6884267,36;4670;1172;1285;1285;1388;0,28;1,865;6,754;42,995
225kV;1;CERGY;PORCHEVILLE;CERGY;PORCH;631192,48;6883565,11;609515,76;6875296,19;27066;926;1060;1060;1181;1,632;10,7;38,734;246,587
225kV;1;CERGY;PLESSIS-GASSOT;CERGY;P.GAS;631192,48;6883565,11;658607,94;6881590,99;43020;520;782;782;998;1,982;17,165;62,489;397,818
400kV;1;CERGY;MEZEROLLES;CERGY;MEZE5;631192,48;6883565,11;607795,98;6871087,74;32739;2200;2300;2300;2400;0,991;10,236;60,342;384,146
400kV;2;CERGY;MEZEROLLES;CERGY;MEZE5;631192,48;6883565,11;607795,98;6871087,74;32714;2200;2300;2300;2400;0,99;10,227;60,288;383,808
400kV;1;CERGY;TERRIER;CERGY;TERRI;631192,48;6883565,11;646009,4;6902215,34;28595;2366;2596;2596;2778;0,876;9,212;51,294;326,549
400kV;2;CERGY;TERRIER;CERGY;TERRI;631192,48;6883565,11;646009,4;6902215,34;28712;2366;2596;2596;2778;0,879;9,253;51,486;327,768
225kV;1;CERNAY;VESLE;CERNA;VESLE;779062,19;6908618,55;790498,96;6900893,05;17550;1172;1285;1285;1388;1,051;7,006;25,311;161,138
225kV;2;CERNAY;VESLE;CERNA;VESLE;779062,19;6908618,55;790498,96;6900893,05;17550;1172;1285;1285;1388;1,051;7,006;25,317;161,172
225kV;1;CHABOSSIERE (LA);CHEVIRE;CHABO;CHEV5;345545,87;6688995,08;351158,81;6686537,93;7334;1249;1337;1337;1432;0,422;2,86;10,549;67,157
225kV;1;CHABOSSIERE (LA);CORDEMAIS-POSTE;CHABO;COR.P;345545,87;6688995,08;332094,79;6698627,74;19522;1249;1337;1337;1432;1,114;7,536;27,921;177,749
400kV;1;CHAFFARD (LE);PIVOZ-CORDIER;CHAFF;P.COR;865239,65;6509161,77;837769,11;6480423,73;46957;2300;2450;2450;2600;1,409;14,276;88,489;563,337
400kV;2;CHAFFARD (LE);PIVOZ-CORDIER;CHAFF;P.COR;865239,65;6509161,77;837769,11;6480423,73;46957;2300;2450;2450;2600;1,409;14,283;88,529;563,59
400kV;1;CHAFFARD (LE);COULANGE;CHAFF;COULA;865239,65;6509161,77;836686,6;6394067,4;137425;3465;3544;3544;3575;4,154;41,629;259,526;1652,193
400kV;1;CHAFFARD (LE);GRANDE-ILE;CHAFF;G.ILE;865239,65;6509161,77;936573,13;6490238,03;75696;3465;3622;3622;3780;1,44;20,469;160,814;1023,776
400kV;2;CHAFFARD (LE);GRANDE-ILE;CHAFF;G.ILE;865239,65;6509161,77;936573,13;6490238,03;75759;3465;3622;3622;3780;1,441;20,472;160,813;1023,765
400kV;1;CHAFFARD (LE);CHAMPAGNIER;CHAFF;CPNIE;865239,65;6509161,77;913054,19;6448886,51;104135;2110;2246;2246;2382;3,159;34,992;181,147;1153,216
400kV;2;CHAFFARD (LE);CHAMPAGNIER;CHAFF;CPNIE;865239,65;6509161,77;913054,19;6448886,51;84001;2110;2246;2246;2382;2,256;27,609;148,141;943,092
400kV;1;CHAFFARD (LE);ST-VULBAS-OUEST;CHAFF;SSV.O;865239,65;6509161,77;875338,44;6524027,18;18713;2300;2400;2400;2400;0,562;5,705;35,187;224,009
400kV;2;CHAFFARD (LE);ST-VULBAS-OUEST;CHAFF;SSV.O;865239,65;6509161,77;875338,44;6524027,18;18722;2300;2400;2400;2400;0,562;5,71;35,195;224,058
400kV;3;CHAFFARD (LE);ST-VULBAS-OUEST;CHAFF;SSV.O;865239,65;6509161,77;875338,44;6524027,18;18962;2300;2400;2400;2400;0,569;5,784;35,643;226,912
400kV;4;CHAFFARD (LE);ST-VULBAS-OUEST;CHAFF;SSV.O;865239,65;6509161,77;875338,44;6524027,18;18944;2300;2450;2450;2600;0,569;5,778;35,615;226,734
400kV;1;CHAFFARD (LE);MIONS;CHAFF;MIONS;865239,65;6509161,77;853743,01;6510230,23;12222;1764;1876;1876;1988;0,543;4,174;20,6;131,144
400kV;2;CHAFFARD (LE);MIONS;CHAFF;MIONS;865239,65;6509161,77;853743,01;6510230,23;13304;2200;2300;2300;2400;0,288;3,687;29,339;186,778
400kV;1;CHAINGY;VERGER;CHAIN;VERGE;610469,29;6753462,35;594882,79;6735539,53;23926;1332;1796;1796;2098;0,716;7,287;45,037;286,713
400kV;2;CHAINGY;VERGER;CHAIN;VERGE;610469,29;6753462,35;594882,79;6735539,53;24011;1332;1796;1796;2098;0,715;7,275;44,976;286,326
225kV;1;CHAINGY;DAMBRON;CHAIN;DAMBR;610469,29;6753462,35;614853,93;6779084,01;26338;888;983;983;1042;1,572;10,561;37,293;237,417
225kV;2;CHAINGY;DAMBRON;CHAIN;DAMBR;610469,29;6753462,35;614853,93;6779084,01;26253;888;983;983;1042;2,522;11,141;35,463;225,767
225kV;3;CHAINGY;DAMBRON;CHAIN;DAMBR;610469,29;6753462,35;614853,93;6779084,01;26624;1099;1099;1264;1264;1,577;10,534;49,624;315,917
225kV;1;CHALON;CHAMPVANS;CHAL5;CPVAN;840663,83;6632621,44;885400,93;6669331,88;61860;641;742;742;836;5,585;25,536;86,199;548,76
225kV;1;CHALON;GROSNE;CHAL5;GROSN;840663,83;6632621,44;830900,18;6615805,35;25080;1400;1500;1500;1550;0,752;7,047;51,372;327,043
225kV;2;CHALON;GROSNE;CHAL5;GROSN;840663,83;6632621,44;830900,18;6615805,35;25070;1400;1500;1500;1550;0,752;7,047;51,372;327,043
400kV;1;CHAMBRY;MERY-SUR-SEINE;CBRY ;M.SEI;693228,13;6876097,07;767888,47;6824700,12;93087;1812;1988;1988;2124;4,148;32,015;155,331;988,87
225kV;1;CHAMPAGNIER;EYBENS;CPNIE;EYBEN;913054,19;6448886,51;916341,69;6454309,77;8400;1093;1178;1178;1253;0,519;3,384;12,283;78,195
225kV;1;CHAMPAGNIER;GRISOLLES;CPNIE;GRISO;913054,19;6448886,51;948943,98;6391526,6;82181;734;856;856;964;5,011;32,529;130,76;832,447
225kV;1;CHAMPAGNIER;MOIRANS;CPNIE;MOIRA;913054,19;6448886,51;900015,61;6473081,29;35406;1123;1211;1211;1290;1,075;11,551;63,663;405,294
225kV;1;CHAMPAGNIER;PARISET;CPNIE;PARIS;913054,19;6448886,51;912033,56;6457101,05;9410;570;659;659;739;1,13;3,95;14;
225kV;2;CHAMPAGNIER;EYBENS;CPNIE;EYBEN;913054,19;6448886,51;916341,69;6454309,77;8569;1014;1014;1178;1191;0,517;3,368;12,226;77,833
225kV;1;CHAMPAGNIER;SERRE-PONCON;CPNIE;S.PON;913054,19;6448886,51;959920,11;6379848,86;98635;734;856;856;964;5,92;39,82;150;
225kV;1;CHAMPAGNOLE;FRASNE;CPNOL;FRASN;921873,39;6632767,58;940846,69;6646126,89;24838;801;930;930;1053;1,637;9,735;36,168;230,251
225kV;1;CHAMPAGNOLE;PALENTE;CPNOL;PALEN;921873,39;6632767,58;930864,08;6689707,21;61995;455;555;555;632;8,1;27,071;84,618;538,695
225kV;1;CHAMPAGNOLE;GENISSIAT-POSTE;CPNOL;GEN.P;921873,39;6632767,58;916717,15;6554356,27;85139;264;437;437;545;11,011;36,498;113,912;725,184
225kV;1;CHAMPS-REGNAUD;VIELMOULIN;C.REG;VIELM;855493,13;6696712,53;827404,37;6693049,91;30500;843;909;909;996;2,649;12,359;43,005;273,779
225kV;2;CHAMPS-REGNAUD;VIELMOULIN;C.REG;VIELM;855493,13;6696712,53;827404,37;6693049,91;33800;847;865;985;1060;2,005;13,363;52,861;336,523
225kV;1;CHAMPVANS;PYMONT;CPVAN;PYMON;885400,93;6669331,88;895630,25;6624304,69;48515;751;923;923;1056;2,767;19,099;70,439;448,426
400kV;1;CHANCEAUX;VILLERBON;CHAN5;VLERB;526409,76;6711577,89;574571,36;6728941,97;64267;2200;2300;2300;2400;1,912;19,401;120,181;765,093
400kV;1;CHANCEAUX;LARCAY;CHAN5;LARCA;526409,76;6711577,89;531519,74;6697057,25;22167;3465;3622;3622;3780;0,445;5,843;48,331;307,683
400kV;2;CHANCEAUX;LARCAY;CHAN5;LARCA;526409,76;6711577,89;531519,74;6697057,25;22076;3465;3622;3622;3780;0,445;5,839;48,306;307,524
400kV;1;CHANCEAUX;QUINTES (LES);CHAN5;QUINT;526409,76;6711577,89;493797,27;6757441,25;59410;3465;3622;3622;3780;1,191;15,651;129,768;826,132
400kV;2;CHANCEAUX;QUINTES (LES);CHAN5;QUINT;526409,76;6711577,89;493797,27;6757441,25;59431;3465;3622;3622;3780;1,191;15,652;129,773;826,159
400kV;1;CHANCEAUX;DISTRE;CHAN5;DISTR;526409,76;6711577,89;464320,67;6683192,95;79155;2200;2300;2300;2400;2,318;24,1;149,4;951,112
225kV;2;CHANCENAY;REVIGNY;CHAN6;REVIG;847119,61;6843717,83;846569,91;6859435,94;16240;1172;1285;1285;1375;0,977;6,515;23,545;149,893
400kV;1;CHARPENAY;GREPILLES;CHARP;GREPI;831221,24;6525744,44;786355,7;6554244,64;56958;2168;2308;2308;2448;1,777;17,251;107,843;686,547
400kV;2;CHARPENAY;GREPILLES;CHARP;GREPI;831221,24;6525744,44;786355,7;6554244,64;56975;2168;2308;2308;2448;1,712;17,367;107,36;683,478
400kV;1;CHARPENAY;PIVOZ-CORDIER;CHARP;P.COR;831221,24;6525744,44;837769,11;6480423,73;49628;3465;3622;3622;3780;0,793;14,471;97,151;618,482
400kV;2;CHARPENAY;ECHALAS;CHARP;ECHAL;831221,24;6525744,44;834271,61;6494838,59;32880;3465;3622;3622;3780;0,533;9,712;65,537;417,219
400kV;1;CHARPENAY;ST-VULBAS-OUEST;CHARP;SSV.O;831221,24;6525744,44;875338,44;6524027,18;56864;2300;2450;2450;2600;1,711;17,373;107,493;684,322
400kV;2;CHARPENAY;ST-VULBAS-OUEST;CHARP;SSV.O;831221,24;6525744,44;875338,44;6524027,18;56822;2300;2450;2450;2600;1,711;17,374;107,35;683,411
225kV;1;CHATEAUNEUF-DU-RHONE;LOGIS-NEUF;C.RHO;L.NEU;835868,02;6378919,11;842016,27;6398819,35;30000;862;928;928;987;2,693;12,205;41,838;266,346
225kV;2;CHATEAUNEUF-DU-RHONE;LOGIS-NEUF;C.RHO;L.NEU;835868,02;6378919,11;842016,27;6398819,35;30035;862;928;928;987;2,742;12,439;46,105;293,511
225kV;1;CHATEAUNEUF-DU-RHONE;TRICASTIN-POSTE (LE);C.RHO;TRI.P;835868,02;6378919,11;836298,04;6360375,48;21904;862;928;928;987;1,723;8,881;30,913;196,801
225kV;1;CHAUSSEE (LA);RECY;CXSSE;RECY ;810952,26;6860921,95;798130,05;6878026,84;26238;1172;1268;1268;1355;1,598;10,643;37,134;236,404
225kV;1;CHAUSSEE (LA);REVIGNY;CXSSE;REVIG;810952,26;6860921,95;846569,91;6859435,94;38162;1140;1248;1248;1347;2,335;15,545;53,816;342,603
225kV;1;CHAVANOD;GENISSIAT-POSTE;CHAV6;GEN.P;938859,57;6537405,29;916717,15;6554356,27;39113;617;659;685;742;4,69;16,11;56;
225kV;1;CHESNOY (LE);NEMOURS;CHESN;NEMOU;690186,5;6809912,48;676812,75;6792786,66;36369;520;782;782;998;2,114;14,347;52,954;337,116
225kV;1;CHESNOY (LE);ROUSSON;CHESN;ROUSS;690186,5;6809912,48;720690,96;6776984,53;45817;786;867;867;948;4,082;18,523;89,38;569,01
225kV;1;CHESNOY (LE);COURTRY;CHESN;CZTRY;690186,5;6809912,48;683221,38;6827504,52;19948;899;984;984;1061;1,747;8,063;28,208;179,581
225kV;2;CHESNOY (LE);COURTRY;CHESN;CZTRY;690186,5;6809912,48;683221,38;6827504,52;20002;920;920;1100;1100;1,181;7,961;44,803;285,225
225kV;3;CHESNOY (LE);COURTRY;CHESN;CZTRY;690186,5;6809912,48;683221,38;6827504,52;20002;890;890;1130;1130;1,17;7,98;43;
400kV;1;CHESNOY (LE);TABARDERIE;CHESN;TABAR;690186,5;6809912,48;665207,66;6738536,16;91716;2138;2356;2356;2522;2,847;31,537;157,016;999,594
400kV;2;CHESNOY (LE);TABARDERIE;CHESN;TABAR;690186,5;6809912,48;665207,66;6738536,16;88132;2814;3110;3110;3338;1,854;26,679;169,573;1079,532
400kV;3;CHESNOY (LE);TABARDERIE;CHESN;TABAR;690186,5;6809912,48;665207,66;6738536,16;88086;2814;3110;3110;3338;1,838;26,463;167,287;1064,985
400kV;1;CHESNOY (LE);MORBRAS;CHESN;MORBR;690186,5;6809912,48;673992,03;6853299,64;47257;2300;2522;2522;2696;1,451;15,877;81,413;518,289
400kV;2;CHESNOY (LE);MORBRAS;CHESN;MORBR;690186,5;6809912,48;673992,03;6853299,64;47265;2300;2400;2400;2600;1,451;15,878;81,439;518,458
400kV;1;CHESNOY (LE);MERY-SUR-SEINE;CHESN;M.SEI;690186,5;6809912,48;767888,47;6824700,12;82126;2366;2596;2596;2778;;;;
400kV;2;CHESNOY (LE);MERY-SUR-SEINE;CHESN;M.SEI;690186,5;6809912,48;767888,47;6824700,12;82301;2366;2596;2596;2778;2,468;25,046;154,853;985,823
400kV;1;CHESNOY (LE);CIROLLIERS;CHESN;CIROL;690186,5;6809912,48;649765,71;6827885,17;59413;1022;1614;1614;1956;1,823;20,419;98,911;629,688
400kV;2;CHESNOY (LE);CIROLLIERS;CHESN;CIROL;690186,5;6809912,48;649765,71;6827885,17;59375;1022;1614;1614;1956;1,819;20,373;98,798;628,969
400kV;1;CHEVALET;GAVRELLE;CHEVA;GAVRE;674135,22;7009120,31;691870,74;7026556,06;29821;3465;3622;3622;3780;0,595;7,809;64,662;411,649
400kV;2;CHEVALET;GAVRELLE;CHEVA;GAVRE;674135,22;7009120,31;691870,74;7026556,06;29821;3465;3622;3622;3780;0,598;7,859;65,085;414,346
400kV;1;CHEVALET;LATENA;CHEVA;LATEN;674135,22;7009120,31;695422,25;6950927,61;66195;2366;2596;2596;2778;1,977;20,03;124,853;794,838
400kV;2;CHEVALET;LATENA;CHEVA;LATEN;674135,22;7009120,31;695422,25;6950927,61;66209;2366;2596;2596;2778;1,97;19,967;124,238;790,926
400kV;1;CHEVALET;WARANDE;CHEVA;WARAN;674135,22;7009120,31;640900,56;7095113,03;103283;2570;2718;2718;2914;3,115;31,604;195,822;1246,642
400kV;2;CHEVALET;WARANDE;CHEVA;WARAN;674135,22;7009120,31;640900,56;7095113,03;103253;2570;2718;2718;2914;3,113;31,59;195,749;1246,175
225kV;1;CHEVIRE;VERTOU;CHEV5;VERTO;351158,81;6686537,93;360770,2;6685478,98;11895;706;821;821;911;1,074;4,891;16,549;105,352
225kV;1;CHEVIRE;MERLATIERE;CHEV5;MERLA;351158,81;6686537,93;369787,17;6639732,11;52396;1249;1337;1337;1432;2,997;20,647;75,998;483,815
225kV;1;CHEVIRE;CORDEMAIS-POSTE;CHEV5;COR.P;351158,81;6686537,93;332094,79;6698627,74;26236;1175;1258;1258;1347;1,493;10,134;37,438;238,338
225kV;1;CHOLET;MAUGES (LES);CHOLE;MAUGE;403956,56;6669340,73;401951,56;6692651,52;25072;1249;1337;1337;1434;1,565;10,41;37,689;239,935
225kV;1;CHOLET;VAL DE SEVRE;CHOLE;V.SEV;403956,56;6669340,73;420985,91;6634331,9;38688;803;858;858;918;4,502;16,299;53,157;338,407
225kV;1;CHOLET;DISTRE;CHOLE;DISTR;403956,56;6669340,73;464320,67;6683192,95;66007;915;915;1075;1075;3,953;26,547;100,54;640,054
225kV;2;CHOLET;DISTRE;CHOLE;DISTR;403956,56;6669340,73;464320,67;6683192,95;89929;957;1023;1023;1096;7,299;36,334;127,618;812,439
225kV;1;CHOOZ;MAZURES;CHOO5;MAZUR;828758,27;7000193,49;816960,1;6979777,79;29393;1100;1187;1187;1302;0,852;8,755;57,637;366,925
225kV;2;CHOOZ;MAZURES;CHOO5;MAZUR;828758,27;7000193,49;816960,1;6979777,79;29849;843;909;909;996;0,759;9,395;55,28;351,923
225kV;1;CIROLLIERS;LOGES (LES);CIROL;LOGES;649765,71;6827885,17;647383,46;6831616,68;7205;880;880;1130;1130;0,4;2,709;35,374;225,201
225kV;2;CIROLLIERS;LOGES (LES);CIROL;LOGES;649765,71;6827885,17;647383,46;6831616,68;7205;880;880;1130;1130;0,377;2,555;34,821;221,677
400kV;1;CIROLLIERS;VILLEJUST;CIROL;VLEJU;649765,71;6827885,17;643400,17;6842199,35;19640;2300;2522;2522;2696;0,609;6,8;32,768;208,607
400kV;2;CIROLLIERS;VILLEJUST;CIROL;VLEJU;649765,71;6827885,17;643400,17;6842199,35;19807;2300;2522;2522;2696;0,614;6,865;33,035;210,31
400kV;3;CIROLLIERS;VILLEJUST;CIROL;VLEJU;649765,71;6827885,17;643400,17;6842199,35;21904;1812;1988;1988;2124;0,928;7,271;38,253;243,524
400kV;1;CIROLLIERS;GATINAIS;CIROL;GATI5;649765,71;6827885,17;654199,22;6776674,51;53850;3465;3622;3622;3780;1,068;14,027;116,258;740,123
400kV;2;CIROLLIERS;GATINAIS;CIROL;GATI5;649765,71;6827885,17;654199,22;6776674,51;52955;3465;3622;3622;3780;1,067;14,021;116,217;739,86
225kV;1;CISSAC;MARQUIS (LE);CISSA;MQIS5;398369,54;6464997,57;420635,2;6440107,39;39310;1172;1248;1248;1310;2,285;15,118;108,21;
225kV;1;CIZE;FLEYRIAT;CIZE ;FLEYR;890370,48;6569869,57;870254,37;6572689,04;24233;1059;1067;1141;1212;1,216;7,669;57,431;365,614
225kV;1;CIZE;IZERNORE;CIZE ;IZERN;890370,48;6569869,57;896616,68;6569798,51;6970;1059;1141;1141;1215;0,454;2,701;10,02;63,791
225kV;1;CLEON;MANOIR (LE);CLEON;MANOI;557520,43;6915001,75;570458,5;6914548,41;14651;1270;1366;1366;1433;0,88;5,92;21;
225kV;1;CLEON;GRAND-COURONNE;CLEON;G.COU;557520,43;6915001,75;554175,88;6918579,68;5470;1308;1408;1408;1478;0,328;2,197;7,876;50,137
